0,0.04988486,0.012397579,3.57e-05,0.001312055,8.03e-05,0.011192631,0.005730199,0.000446277,0.000374873,0.00074082,0.092772095,2.68e-05,0.003909388,0.0,0.002418822,0.029382888,0.000830076,0.0,0.0,0.000178511,0.0,0.0,5.36e-05,0.001347757,0.000722969,0.000526607,0.003534515,5.36e-05,0.005203592,0.0,0.000116032,7.14e-05,0.0,0.000107107,8.93e-06,0.001454864,0.000124958,0.0,0.000392724,0.0,0.005203592,0.000303468,1.79e-05,2.68e-05,0.000919331,0.005399954,0.001597672,0.000294543,0.030498581,8.03e-05,0.712633214,0.000205287,0.000410575,8.93e-06,0.0,0.002811546,0.0,0.000249915,0.0,8.93e-06,1.79e-05,0.000169585,0.007577786,8.93e-06,8.93e-06,0.000133883,0.005855156,0.0,0.0,0.0,0.0,0.000124958,0.0
1,0.027523392,0.002384698,0.0,0.001854765,0.000115923,0.012254699,0.00490188,0.000281527,0.000165604,0.000231846,0.043702906,4.97e-05,0.002550302,3.31e-05,0.002285336,0.016626646,0.000198725,0.0,0.0,3.31e-05,0.0,0.0,0.0,0.000662416,0.000248406,0.000149044,0.002782148,0.0,0.005647098,1.66e-05,9.94e-05,8.28e-05,0.0,1.66e-05,0.0,3.31e-05,0.0,0.0,0.00039745,0.0,0.002318457,0.000132483,3.31e-05,0.0,0.000563054,0.002599983,0.000778339,9.94e-05,0.012022853,3.31e-05,0.847876128,0.000165604,0.000331208,8.28e-05,0.0,0.001672601,0.0,0.000115923,0.0,1.66e-05,0.0,0.000115923,0.001374514,0.0,0.0,4.97e-05,0.004173222,0.0,0.0,0.0,0.0,0.000115923,0.0
2,0.009790032,0.004080942,4.23e-05,0.001564714,0.000126869,0.013744106,0.006576026,0.000190303,0.000401751,0.000465185,0.05102235,8.46e-05,0.004440403,2.11e-05,0.00194532,0.036643901,0.000253737,0.0,0.0,0.000169158,0.0,0.0,6.34e-05,0.001966464,0.001480134,0.000317172,0.003298585,4.23e-05,0.004715286,0.0,0.000148013,0.000169158,0.0,0.000105724,0.0,0.000169158,0.000148013,0.0,0.000401751,0.0,0.00433468,0.000148013,0.0,4.23e-05,0.000845791,0.007590975,0.004715286,0.000105724,0.016640941,8.46e-05,0.806800161,0.000274882,0.000380606,4.23e-05,0.0,0.004398114,0.0,0.000380606,0.0,0.0,2.11e-05,0.000338316,0.001755017,2.11e-05,6.34e-05,0.000190303,0.006068551,0.0,0.0,0.0,0.0,0.000169158,0.0
3,0.003193086,0.000583168,0.000124282,0.000258124,0.0,0.008059196,0.004397664,9.56e-06,0.0,0.000162522,0.124100152,0.0,0.002265753,1.91e-05,0.002007629,0.004894791,0.011911932,0.0,0.0,0.000133842,0.0,0.0,0.001739945,0.001873787,0.001759065,0.000162522,0.000315485,0.0,0.004770509,9.56e-06,9.56e-06,3.82e-05,0.0,2.87e-05,0.0,0.001998069,9.56e-06,0.0,0.000105162,0.0,0.001347979,0.000114722,0.0,0.0,0.000592729,0.000478007,0.0,9.56e-06,0.018078221,9.56e-06,0.781474364,0.000200763,3.82e-05,1.91e-05,0.0,0.001472261,0.0,3.82e-05,0.0,9.56e-06,0.000191203,1.91e-05,0.018269424,0.0,9.56e-06,0.0,0.002609918,0.0,0.0,1.91e-05,0.0,5.74e-05,0.0
4,0.010834029,0.0002142,0.000180379,0.000248021,0.0,0.006730401,0.006189263,5.64e-05,0.0,5.64e-05,0.126840432,0.0,0.001668508,2.25e-05,0.00152195,0.003494848,0.035726365,0.0,0.0,0.000135284,0.0,0.0,0.000901896,0.001645961,0.001195013,7.89e-05,0.000315664,0.0,0.006707853,0.0,1.13e-05,0.0,0.0,1.13e-05,0.0,0.001961624,0.0,0.0,0.000180379,0.0,0.000901896,0.000112737,1.13e-05,0.0,0.00060878,0.000169106,1.13e-05,0.000225474,0.019762801,0.0,0.745902009,0.000349485,1.13e-05,0.0,1.13e-05,0.000992086,0.0,1.13e-05,0.0,1.13e-05,0.000248021,0.0,0.022017542,1.13e-05,0.0,3.38e-05,0.00161214,0.0,0.0,0.0,1.13e-05,2.25e-05,2.25e-05
5,0.012874717,0.000229223,5.09e-05,0.000432978,0.0,0.011830477,0.008162901,0.00019102,0.000127346,7.64e-05,0.128632555,0.0,0.002483254,7.64e-05,0.00208848,0.005182997,0.00942363,0.0,0.0,0.00016555,0.0,0.0,0.000382039,0.002623335,0.002330438,0.000203754,0.000382039,0.0,0.006507399,1.27e-05,0.0,0.00035657,0.0,2.55e-05,0.0,0.001961134,0.0,0.0,0.000254693,0.0,0.001744645,0.000127346,1.27e-05,0.0,0.000445712,0.000292897,1.27e-05,0.000254693,0.017930367,1.27e-05,0.755303976,0.000369304,6.37e-05,0.0,0.0,0.003018109,1.27e-05,6.37e-05,0.0,0.0,0.000101877,0.0,0.020973945,1.27e-05,0.0,2.55e-05,0.001948399,0.0,1.27e-05,6.37e-05,1.27e-05,7.64e-05,3.82e-05
6,0.006802562,0.000199042,5.85e-05,0.00050346,0.0,0.015291129,0.008488567,0.000351251,3.51e-05,2.34e-05,0.134470606,1.17e-05,0.002552424,2.34e-05,0.002447049,0.005901017,0.004027679,0.0,0.0,0.000117084,1.17e-05,0.0,3.51e-05,0.002575841,0.00222459,0.0001405,0.000468335,0.0,0.009132527,0.0,0.000257584,0.000128792,0.0,2.34e-05,0.0,0.000878128,0.0,0.0,0.000281001,0.0,0.001100587,0.0001405,1.17e-05,1.17e-05,0.000491751,0.000562002,5.85e-05,9.37e-05,0.015092086,0.0,0.762167921,0.001182545,8.2e-05,0.0,0.0,0.001849922,0.0,0.0,0.0,0.0,7.03e-05,1.17e-05,0.015724338,4.68e-05,0.0,0.000117084,0.003594469,0.0,0.0,7.03e-05,0.0,5.85e-05,0.0
7,0.014931854,0.007886148,0.0,0.001344707,0.000112059,0.015996414,0.006051183,0.000322169,0.000154081,0.000378199,0.067431469,4.2e-05,0.005462873,4.2e-05,0.003880041,0.027496463,0.000350184,0.0,0.0,0.000154081,0.0,0.0,5.6e-05,0.002577356,0.000392206,0.000686361,0.002703422,1.4e-05,0.007802104,0.0,0.000196103,7e-05,0.0,5.6e-05,2.8e-05,0.000140074,9.81e-05,0.0,0.000322169,0.0,0.011359975,0.000280147,7e-05,5.6e-05,0.001288678,0.003894048,0.000364192,0.000168088,0.015828326,4.2e-05,0.788222605,0.000308162,0.000112059,0.0,0.0,0.002843496,0.0,0.000448236,0.0,1.4e-05,2.8e-05,8.4e-05,0.002297208,0.0,1.4e-05,8.4e-05,0.004832542,0.0,0.0,0.0,0.0,0.000182096,0.0
8,0.005539649,0.001033238,8.71e-05,0.000510395,2.49e-05,0.009112411,0.002875638,3.73e-05,4.98e-05,0.000311216,0.105178638,2.49e-05,0.003622557,0.0,0.002427487,0.010768082,0.005813519,0.0,0.0,0.000124486,0.0,3.73e-05,0.000410805,0.003000124,0.001369351,0.000124486,0.002078924,8.71e-05,0.006834308,0.0,3.73e-05,7.47e-05,0.0,0.000136935,0.0,0.001580978,2.49e-05,0.0,0.000211627,0.0,0.0018424,0.000298768,2.49e-05,3.73e-05,0.000784265,0.001444043,0.002402589,0.000174281,0.016021412,2.49e-05,0.792007967,0.000560189,6.22e-05,0.0,0.0,0.002589319,0.0,6.22e-05,0.0,0.0,0.000398357,2.49e-05,0.013108428,0.0,2.49e-05,6.22e-05,0.004369476,0.0,0.0,1.24e-05,0.0,0.000112038,0.0
9,0.000800534,0.000133422,0.0,0.000444741,0.0,0.006982433,0.003468979,4.45e-05,0.0,8.89e-05,0.110518123,0.0,0.001156326,0.0,0.002090282,0.005514788,0.006448744,0.0,0.0,8.89e-05,0.0,0.0,0.000133422,0.005603736,0.002045808,8.89e-05,0.000400267,0.0,0.00391372,0.0,4.45e-05,4.45e-05,0.0,0.000133422,0.0,0.001156326,4.45e-05,0.0,0.00022237,0.0,0.000311319,8.89e-05,0.0,0.0,0.000177896,0.000889482,4.45e-05,8.89e-05,0.014765399,0.0,0.806537692,0.000177896,0.0,4.45e-05,0.0,0.001912386,0.0,0.000133422,0.0,0.0,0.00022237,8.89e-05,0.020769402,0.0,0.0,0.000133422,0.001912386,0.0,0.0,0.0,0.0,8.89e-05,0.0
