0,0.0044769532186406565
1,0.004217233387204983
2,0.005772921573598678
3,0.0010269422661072839
4,0.0006071449460405871
5,0.006089047606317797
6,0.009235994976535425
7,0.03290646113650921
8,0.003297390125888079
9,0.006449343346129664
10,0.004972752253166625
11,0.0009765200971228728
12,0.002449913737778993
13,0.05696708870207164
14,0.0002772044146565195
15,0.01551537853128695
16,0.009397193103386412
17,0.002695338088046623
18,0.03363567847121635
19,0.0012371989019708892
20,0.04901526747185852
21,0.009676168605836886
22,0.01803749742305676
23,0.0010693261405599502
24,0.013758487914736758
25,0.0036400055497667456
26,0.008491922122379418
27,0.0007738329109532171
28,0.0016923919391470814
29,0.037360240459708476
30,0.006357693245640814
31,0.01368020004027707
32,0.013124198678797185
33,0.0008370173745843925
34,0.1537667648709643
35,0.05472492211442335
36,0.021898300904167
37,0.0786680792427883
38,0.0008553661101417678
39,0.00043581729738153603
40,0.012135262436938101
41,0.002665394965006809
42,0.04593735834566
43,0.07026917153975437
44,0.006078685891319859
45,0.028754850163697145
46,0.0034186866329524606
47,0.0033456839118828838
48,0.013877254056211768
49,0.014931485449962844
50,0.22302631403281378
51,0.0038177785356247
52,0.0024473488803025247
53,0.024381681202292182
54,0.00560277939122813
55,0.006611595669094405
56,0.009736207846666699
57,0.01607537100297872
