0,2.5469037575063572e-06
2,0.019910576951392093
3,0.0003942624964677564
4,6.00493408234706e-06
5,2.9167661887782504e-06
6,7.659327385612917e-06
7,1.2164703037887934e-06
8,3.681709385597945e-06
10,3.119733680941372e-05
11,0.04585429571553848
12,0.006094777592793094
15,1.487159923395968e-05
16,5.772931089225537e-05
18,3.070920962114713e-06
20,0.10396340252990934
21,5.282406330452059e-05
22,0.01444155975660357
23,1.0772001737838702e-05
24,0.0014707146616782865
25,0.00027340499334644106
26,0.00012336338468742344
27,1.8799999999999998e-06
30,1.92e-05
31,0.0002726036594140047
32,0.0177813362548032
34,2.588327688338983e-05
35,8.041e-05
36,2.0510174898819496e-05
37,4.255e-06
38,0.11416747132199069
39,0.062396024164798135
40,0.0066361440310521574
41,0.0505670350731428
42,7.953285323337368e-05
44,5.825e-06
46,3.2186206284680393e-06
47,0.011250791399787312
48,4.222752446239564e-05
49,8.50561432231676e-06
51,0.002957182855974071
52,0.08825623489445088
53,0.0015760368791920578
54,0.005456342305735275
55,0.05806827965740491
56,0.0030347269134662286
57,5.55117052909164e-05
58,0.019708697049124733
60,0.003797048145077657
62,0.002142916827562733
63,0.0011037177687655885
64,0.00915034708010732
65,0.0037184946351559505
66,1.5199999999999998e-06
67,0.0136785851274857
68,1.6999999999999998e-06
69,0.0006168080740862827
70,0.0010933521126435994
71,1.2879721356544256e-05
72,1.1157809865186552e-05
